0,1,2
17,17,2.0408163265306123
17,16,2.0408163265306123
16,16,2.0408163265306123
16,15,2.0408163265306123
15,15,2.0408163265306123
15,12,2.0408163265306123
12,9,2.0408163265306123
9,9,2.0408163265306123
9,7,2.0408163265306123
7,7,2.0408163265306123
7,7,2.0408163265306123
7,7,2.0408163265306123
7,7,2.0408163265306123
7,6,2.0408163265306123
6,8,2.0408163265306123
8,7,2.0408163265306123
7,9,2.0408163265306123
9,10,2.0408163265306123
10,9,2.0408163265306123
9,8,2.0408163265306123
8,8,2.0408163265306123
8,10,2.0408163265306123
10,11,2.0408163265306123
11,11,2.0408163265306123
11,11,2.0408163265306123
11,9,2.0408163265306123
9,8,2.0408163265306123
8,7,2.0408163265306123
7,7,2.0408163265306123
7,9,2.0408163265306123
9,9,2.0408163265306123
9,8,2.0408163265306123
8,9,2.0408163265306123
9,8,2.0408163265306123
8,9,2.0408163265306123
9,8,2.0408163265306123
8,8,2.0408163265306123
8,7,2.0408163265306123
7,5,2.0408163265306123
5,7,2.0408163265306123
7,6,2.0408163265306123
6,6,2.0408163265306123
6,6,2.0408163265306123
6,4,2.0408163265306123
4,5,2.0408163265306123
5,5,2.0408163265306123
5,6,2.0408163265306123
6,3,2.0408163265306123
3,4,2.0408163265306123
4,5,2.0408163265306123
