0,1,2
2,2,2.0408163265306123
2,4,2.0408163265306123
4,4,2.0408163265306123
4,5,2.0408163265306123
5,6,2.0408163265306123
6,5,2.0408163265306123
5,6,2.0408163265306123
6,5,2.0408163265306123
5,6,2.0408163265306123
6,7,2.0408163265306123
7,7,2.0408163265306123
7,6,2.0408163265306123
6,7,2.0408163265306123
7,7,2.0408163265306123
7,7,2.0408163265306123
7,8,2.0408163265306123
8,7,2.0408163265306123
7,8,2.0408163265306123
8,8,2.0408163265306123
8,9,2.0408163265306123
9,8,2.0408163265306123
8,8,2.0408163265306123
8,6,2.0408163265306123
6,7,2.0408163265306123
7,7,2.0408163265306123
7,5,2.0408163265306123
5,3,2.0408163265306123
3,4,2.0408163265306123
4,6,2.0408163265306123
6,6,2.0408163265306123
6,6,2.0408163265306123
6,5,2.0408163265306123
5,7,2.0408163265306123
7,6,2.0408163265306123
6,6,2.0408163265306123
6,5,2.0408163265306123
5,5,2.0408163265306123
5,4,2.0408163265306123
4,7,2.0408163265306123
7,7,2.0408163265306123
7,5,2.0408163265306123
5,8,2.0408163265306123
8,7,2.0408163265306123
7,7,2.0408163265306123
7,8,2.0408163265306123
8,7,2.0408163265306123
7,8,2.0408163265306123
8,5,2.0408163265306123
5,7,2.0408163265306123
7,8,2.0408163265306123
